Rk,Player,PTS,Date,Age,Team,Unnamed: 6,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS.1,GmSc,BPM,+/-,Pos.,Player-additional
122,Stephen Curry,36,2020-12-27,32-288,GSW,@,CHI,W 129-128,*,36,11,25,0.44,6,10,0.6,5,15,0.333,9,9,1.0,0.622,0,2,2,6,2,2,4,1,36,26.7,7.8,3,G,curryst01
123,Stephen Curry,36,2021-01-25,32-317,GSW,,MIN,W 130-108,*,34,11,21,0.524,4,9,0.444,7,12,0.583,7,8,0.875,0.734,1,3,4,3,3,0,3,2,36,28.2,12.6,19,G,curryst01
124,Stephen Curry,36,2021-02-15,32-338,GSW,,CLE,W 129-98,*,30,13,19,0.684,6,8,0.75,7,11,0.636,3,3,1.0,0.886,0,2,2,6,0,0,1,0,36,31.7,20.2,20,G,curryst01
125,Stephen Curry,36,2021-04-01,33-018,GSW,@,MIA,L 109-116,*,36,9,19,0.474,4,8,0.5,5,11,0.455,13,13,1.0,0.728,2,9,11,3,0,0,3,2,36,28.7,10.9,2,G,curryst01
126,Stephen Curry,36,2021-05-10,33-057,GSW,,UTA,W 119-116,*,37,11,25,0.44,8,12,0.667,3,13,0.231,11,12,0.917,0.594,1,3,4,6,2,0,3,1,36,26.9,7.6,4,G,curryst01
127,Stephen Curry,36,2021-10-28,33-228,GSW,,MEM,L 101-104 (OT),*,41,11,29,0.379,4,9,0.444,7,20,0.35,7,7,1.0,0.561,1,6,7,8,1,0,5,2,36,23.4,9.9,12,G,curryst01
128,Stephen Curry,36,2023-03-11,34-362,GSW,,MIL,W 125-116 (OT),*,43,13,27,0.481,7,12,0.583,6,15,0.4,4,4,1.0,0.626,1,5,6,4,2,1,5,1,36,24.6,6.4,10,G,curryst01
129,Stephen Curry,36,2024-01-02,35-294,GSW,,ORL,W 121-115,*,35,12,20,0.6,8,11,0.727,4,9,0.444,8,11,0.727,0.725,1,1,2,6,4,1,2,4,36,31.9,17.4,12,G,curryst01
130,Stephen Curry,36,2024-11-10,36-241,GSW,@,OKC,W 127-116,*,37,13,23,0.565,6,10,0.6,7,13,0.538,3,4,0.75,0.727,1,4,5,7,1,1,3,2,36,29.4,13.5,21,G,curryst01
131,Stephen Curry,35,2010-03-13,21-364,GSW,,TOR,W 124-112,*,42,13,21,0.619,8,13,0.615,5,8,0.625,4,4,1.0,0.769,2,4,6,10,4,1,2,1,35,37.4,20.8,6,G,curryst01
132,Stephen Curry,35,2011-03-29,23-015,GSW,@,OKC,L 114-115 (OT),*,49,13,23,0.565,8,15,0.533,5,8,0.625,4,4,1.0,0.707,1,5,6,5,2,0,6,3,35,24.6,6.4,6,G,curryst01
133,Stephen Curry,35,2013-03-23,25-009,GSW,,WAS,W 101-92,*,32,13,18,0.722,7,8,0.875,6,10,0.6,3,4,0.75,0.886,0,2,2,8,2,0,3,2,35,31.6,26.9,9,G,curryst01
134,Stephen Curry,35,2013-04-15,25-032,GSW,,SAS,W 116-106,*,39,13,23,0.565,6,10,0.6,7,13,0.538,2,2,1.0,0.733,1,7,8,5,2,0,3,0,35,29.4,11.7,13,G,curryst01
135,Stephen Curry,35,2016-01-18,27-310,GSW,@,CLE,W 132-98,*,28,12,18,0.667,5,6,0.833,7,12,0.583,4,4,1.0,0.886,2,3,5,4,3,0,1,3,35,33.1,29.8,34,G,curryst01
136,Stephen Curry,35,2016-02-09,27-332,GSW,,HOU,W 123-110,*,38,12,24,0.5,5,8,0.625,7,16,0.438,4,4,1.0,0.679,1,4,5,9,1,0,1,2,35,30.4,18.1,3,G,curryst01
137,Stephen Curry,35,2016-03-12,27-364,GSW,,PHO,W 123-116,*,35,12,24,0.5,5,8,0.625,7,16,0.438,4,4,1.0,0.679,1,2,3,6,0,0,1,4,35,25.9,8.4,19,G,curryst01
138,Stephen Curry,35,2016-11-16,28-247,GSW,@,TOR,W 127-121,*,37,10,19,0.526,7,10,0.7,3,9,0.333,12,13,0.923,0.708,2,1,3,7,1,0,3,3,35,28.7,7.3,5,G,curryst01
139,Stephen Curry,35,2017-01-04,28-296,GSW,,POR,W 125-117,*,36,12,25,0.48,7,12,0.583,5,13,0.385,6,8,0.75,0.614,1,6,7,5,1,0,5,1,35,23.1,1.1,6,G,curryst01
140,Stephen Curry,35,2017-02-04,28-327,GSW,@,SAC,L 106-109 (OT),*,42,11,20,0.55,3,6,0.5,8,14,0.571,5,6,0.833,0.773,0,4,4,9,3,0,3,2,35,31.7,19.8,4,G,curryst01
141,Stephen Curry,35,2017-02-23,28-346,GSW,,LAC,W 123-113,*,32,10,16,0.625,4,6,0.667,6,10,0.6,9,10,0.9,0.858,1,6,7,5,4,0,4,5,35,31.4,17.0,26,G,curryst01
142,Stephen Curry,35,2017-11-18,29-249,GSW,@,PHI,W 124-116,*,35,11,22,0.5,7,13,0.538,4,9,0.444,9,9,1.0,0.674,0,5,5,5,0,1,2,1,35,27.3,10.4,3,G,curryst01
143,Stephen Curry,35,2018-10-28,30-228,GSW,@,BRK,W 120-114,*,36,11,26,0.423,4,11,0.364,7,15,0.467,6,7,0.857,0.602,1,6,7,3,1,0,2,1,35,24.0,4.8,11,G,curryst01
144,Stephen Curry,35,2018-12-14,30-275,GSW,@,SAC,W 130-125,*,36,11,23,0.478,6,9,0.667,5,14,0.357,8,8,1.0,0.66,1,6,7,6,3,0,1,2,35,31.2,15.2,18,G,curryst01
145,Stephen Curry,35,2019-01-03,30-295,GSW,,HOU,L 134-135 (OT),*,40,14,27,0.519,9,12,0.75,5,15,0.333,2,3,0.667,0.618,0,3,3,6,0,0,5,4,35,19.8,-1.5,3,G,curryst01
146,Stephen Curry,35,2021-01-14,32-306,GSW,@,DEN,L 104-114,*,37,14,23,0.609,9,12,0.75,5,11,0.455,2,2,1.0,0.733,0,11,11,4,2,0,7,2,35,24.8,7.9,-21,G,curryst01
147,Stephen Curry,35,2021-03-03,32-354,GSW,@,POR,L 106-108,*,36,13,28,0.464,8,14,0.571,5,14,0.357,4,5,0.8,0.579,1,6,7,5,3,0,4,1,35,24.8,12.6,-6,G,curryst01
148,Stephen Curry,35,2022-02-10,33-333,GSW,,NYK,L 114-116,*,39,11,25,0.44,6,9,0.667,5,16,0.313,8,8,1.0,0.614,0,2,2,10,1,0,3,5,35,25.5,7.6,9,G,curryst01
149,Stephen Curry,35,2023-01-27,34-319,GSW,,TOR,W 129-117,*,39,13,21,0.619,9,13,0.692,4,8,0.5,5,5,1.0,0.754,0,7,7,11,2,0,3,1,35,33.9,13.4,13,G,curryst01
150,Stephen Curry,35,2023-11-24,35-255,GSW,,SAS,W 118-112,*,35,11,20,0.55,4,6,0.667,7,14,0.5,6,6,1.0,0.773,0,3,3,6,1,0,6,2,35,24.7,8.4,4,G,curryst01
151,Stephen Curry,34,2010-11-08,22-239,GSW,@,TOR,W 109-102,*,36,12,21,0.571,10,17,0.588,2,4,0.5,8,8,1.0,0.693,2,3,5,4,3,0,5,2,34,26.4,7.6,13,G,curryst01
152,Stephen Curry,34,2011-01-21,22-313,GSW,,SAC,W 119-112 (OT),*,44,12,21,0.571,9,14,0.643,3,7,0.429,7,7,1.0,0.706,1,2,3,3,4,0,4,2,34,26.7,8.4,7,G,curryst01
153,Stephen Curry,34,2014-01-08,25-300,GSW,@,BRK,L 98-102,*,45,11,25,0.44,9,15,0.6,2,10,0.2,10,10,1.0,0.578,0,5,5,7,3,0,7,5,34,21.3,3.1,-1,G,curryst01
154,Stephen Curry,34,2014-02-06,25-329,GSW,,CHI,W 102-87,*,43,13,19,0.684,9,13,0.692,4,6,0.667,4,4,1.0,0.819,0,3,3,9,1,0,2,3,34,30.9,16.9,12,G,curryst01
155,Stephen Curry,34,2014-03-02,25-353,GSW,@,TOR,L 98-104,*,43,13,27,0.481,9,16,0.563,4,11,0.364,4,6,0.667,0.574,1,3,4,7,1,0,6,3,34,19.8,5.0,-1,G,curryst01
156,Stephen Curry,34,2014-11-08,26-239,GSW,@,HOU,W 98-87,*,40,13,19,0.684,7,10,0.7,6,9,0.667,2,2,1.0,0.855,1,8,9,5,4,0,5,2,34,30.7,21.2,13,G,curryst01
157,Stephen Curry,34,2014-12-14,26-275,GSW,@,NOP,W 128-122 (OT),*,40,11,21,0.524,5,11,0.455,6,10,0.6,6,6,1.0,0.719,0,7,7,7,1,0,6,1,34,25.3,6.8,5,G,curryst01
158,Stephen Curry,34,2014-12-18,26-279,GSW,,OKC,W 114-109,*,42,14,24,0.583,9,12,0.75,5,12,0.417,1,1,1.0,0.696,4,3,7,9,4,1,4,0,34,33.5,16.6,7,G,curryst01
159,Stephen Curry,34,2015-04-11,27-028,GSW,,MIN,W 110-101,*,35,11,21,0.524,6,10,0.6,5,11,0.455,7,8,0.875,0.693,0,4,4,7,4,0,3,1,34,30.0,18.3,17,G,curryst01
160,Stephen Curry,34,2015-11-06,27-237,GSW,,DEN,W 119-104,*,35,12,22,0.545,4,6,0.667,8,16,0.5,2,3,0.667,0.729,0,7,7,10,3,1,4,1,34,31.4,19.5,14,G,curryst01
161,Stephen Curry,34,2015-11-14,27-245,GSW,,BRK,W 107-99 (OT),*,44,13,31,0.419,8,15,0.533,5,16,0.313,3,3,1.0,0.526,0,3,3,6,1,0,4,1,34,19.2,2.2,3,G,curryst01
162,Stephen Curry,34,2016-03-11,27-363,GSW,,POR,W 128-112,*,29,13,23,0.565,6,9,0.667,7,14,0.5,1,2,0.5,0.712,0,3,3,4,2,0,3,2,34,24.6,15.5,14,G,curryst01
163,Stephen Curry,34,2016-03-16,28-002,GSW,,NYK,W 121-85,*,28,12,20,0.6,4,7,0.571,8,13,0.615,2,2,1.0,0.814,0,6,6,4,0,0,2,2,34,26.6,19.6,31,G,curryst01
164,Stephen Curry,34,2016-11-26,28-257,GSW,,MIN,W 115-102,*,37,13,19,0.684,9,11,0.818,4,8,0.5,4,4,1.0,0.819,1,7,8,6,1,0,6,4,34,26.3,7.8,16,G,curryst01
165,Stephen Curry,34,2018-03-06,29-357,GSW,,BRK,W 114-101,*,34,12,20,0.6,6,8,0.75,6,12,0.5,4,5,0.8,0.766,1,5,6,4,3,1,3,2,34,29.3,17.2,11,G,curryst01
166,Stephen Curry,34,2018-12-31,30-292,GSW,@,PHO,W 132-109,*,32,11,17,0.647,6,8,0.75,5,9,0.556,7,7,1.0,0.847,1,8,9,4,1,0,3,2,34,29.6,13.0,15,G,curryst01
167,Stephen Curry,34,2021-05-06,33-053,GSW,,OKC,W 118-97,*,31,11,21,0.524,5,8,0.625,6,13,0.462,6,7,0.857,0.706,0,4,4,7,1,0,3,2,34,26.6,13.0,24,G,curryst01
168,Stephen Curry,34,2022-03-01,33-352,GSW,@,MIN,L 114-129,*,33,10,24,0.417,5,8,0.625,5,16,0.313,9,9,1.0,0.608,1,4,5,4,0,0,4,1,34,21.5,3.3,-10,G,curryst01
169,Stephen Curry,34,2022-03-10,33-361,GSW,@,DEN,W 113-102,*,38,11,21,0.524,6,9,0.667,5,12,0.417,7,7,1.0,0.706,0,9,9,3,2,0,2,1,34,28.1,12.0,18,G,curryst01
170,Stephen Curry,34,2022-10-21,34-221,GSW,,DEN,L 123-128,*,36,10,22,0.455,5,11,0.455,5,11,0.455,9,9,1.0,0.655,1,4,5,4,0,0,3,2,34,23.5,3.0,9,G,curryst01
171,Stephen Curry,34,2023-01-25,34-317,GSW,,MEM,W 122-120,*,35,10,19,0.526,6,11,0.545,4,8,0.5,10,11,0.909,0.713,0,2,2,3,2,0,3,3,34,24.8,7.7,-3,G,curryst01
172,Stephen Curry,34,2023-04-04,35-021,GSW,,OKC,W 136-125,*,37,11,25,0.44,5,12,0.417,6,13,0.462,6,6,1.0,0.615,0,5,5,6,1,0,0,3,34,26.4,8.1,14,G,curryst01
173,Stephen Curry,34,2023-11-06,35-237,GSW,@,DET,W 120-109,*,33,12,26,0.462,5,9,0.556,7,17,0.412,3,4,0.75,0.612,0,2,2,4,0,0,3,1,34,20.2,6.8,17,G,curryst01
174,Stephen Curry,34,2023-12-08,35-269,GSW,@,OKC,L 136-138 (OT),*,40,10,20,0.5,4,8,0.5,6,12,0.5,8,8,1.0,0.723,0,6,6,3,1,0,3,0,34,25.9,10.2,-5,G,curryst01
175,Stephen Curry,33,2011-02-27,22-350,GSW,@,MIN,L 123-126,*,45,13,21,0.619,8,14,0.571,5,7,0.714,2,2,1.0,0.754,1,10,11,2,2,0,2,1,33,28.2,5.5,4,G,curryst01
176,Stephen Curry,33,2013-12-11,25-272,GSW,,DAL,W 95-93,*,44,13,25,0.52,7,14,0.5,6,11,0.545,1,1,1.0,0.649,0,4,4,10,3,0,8,3,33,22.7,10.5,5,G,curryst01
177,Stephen Curry,33,2014-01-24,25-316,GSW,,MIN,L 120-121,*,37,12,21,0.571,6,11,0.545,6,10,0.6,3,3,1.0,0.739,1,2,3,15,1,0,5,3,33,29.7,13.5,-3,G,curryst01
178,Stephen Curry,33,2014-03-28,26-014,GSW,,MEM,W 100-93,*,38,13,22,0.591,8,14,0.571,5,8,0.625,2,3,0.667,0.708,1,4,5,8,1,2,3,1,33,28.9,19.4,9,G,curryst01
179,Stephen Curry,33,2015-03-24,27-010,GSW,@,POR,W 122-108,*,35,13,22,0.591,8,13,0.615,5,9,0.556,2,2,1.0,0.721,0,2,2,10,1,0,2,2,33,28.6,10.1,12,G,curryst01
180,Stephen Curry,33,2016-03-03,27-355,GSW,,OKC,W 121-106,*,37,12,25,0.48,7,10,0.7,5,15,0.333,4,5,0.8,0.607,1,3,4,4,1,1,1,2,33,24.2,6.7,6,G,curryst01
181,Stephen Curry,33,2016-03-23,28-009,GSW,,LAC,W 114-98,*,37,12,23,0.522,8,13,0.615,4,10,0.4,5,6,0.833,0.644,0,4,4,5,3,0,1,3,33,26.8,13.8,4,G,curryst01
182,Stephen Curry,33,2016-03-25,28-011,GSW,,DAL,W 128-120,*,35,9,18,0.5,4,6,0.667,5,12,0.417,10,11,0.909,0.722,0,8,8,8,4,0,3,0,33,32.6,13.4,15,G,curryst01
183,Stephen Curry,33,2016-11-10,28-241,GSW,@,DEN,W 125-101,*,30,10,17,0.588,3,4,0.75,7,13,0.538,6,6,1.0,0.84,1,4,5,6,1,0,4,1,33,27.8,15.5,27,G,curryst01
184,Stephen Curry,33,2017-11-24,29-255,GSW,,CHI,W 143-94,*,27,10,18,0.556,6,7,0.857,4,11,0.364,9,9,1.0,0.751,0,7,7,4,2,0,2,2,33,28.5,10.5,39,G,curryst01
185,Stephen Curry,33,2019-02-28,30-351,GSW,@,ORL,L 96-103,*,37,12,33,0.364,7,16,0.438,5,17,0.294,4,4,1.0,0.475,1,7,8,6,0,0,3,1,33,18.3,7.7,1,G,curryst01
186,Stephen Curry,33,2019-03-16,31-002,GSW,@,OKC,W 110-88,*,33,10,23,0.435,5,11,0.455,5,12,0.417,8,10,0.8,0.602,1,6,7,3,2,0,4,1,33,22.3,8.3,19,G,curryst01
187,Stephen Curry,33,2021-04-15,33-032,GSW,@,CLE,W 119-101,*,35,12,25,0.48,8,12,0.667,4,13,0.308,5,5,1.0,0.607,0,4,4,5,0,2,4,3,33,21.2,3.1,5,G,curryst01
188,Stephen Curry,33,2021-11-28,33-259,GSW,@,LAC,W 105-90,*,35,12,22,0.545,5,9,0.556,7,13,0.538,2,2,1.0,0.721,0,5,5,6,6,0,3,4,33,29.5,23.0,14,G,curryst01
189,Stephen Curry,33,2021-12-25,33-286,GSW,@,PHO,W 116-107,*,37,10,27,0.37,5,11,0.455,5,16,0.313,8,9,0.889,0.533,0,4,4,6,3,1,1,3,33,24.6,7.6,24,G,curryst01
190,Stephen Curry,33,2022-02-14,33-337,GSW,@,LAC,L 104-119,*,34,11,18,0.611,3,5,0.6,8,13,0.615,3,3,1.0,0.854,0,2,2,2,0,0,4,2,33,22.0,9.9,-19,G,curryst01
191,Stephen Curry,33,2022-10-18,34-218,GSW,,LAL,W 123-109,*,33,10,22,0.455,6,9,0.667,4,13,0.308,9,9,1.0,0.636,1,5,6,7,4,1,4,1,33,29.0,16.5,20,G,curryst01
192,Stephen Curry,33,2022-10-23,34-223,GSW,,SAC,W 130-125,*,31,11,22,0.5,4,10,0.4,7,12,0.583,4,4,1.0,0.694,0,5,5,2,1,0,2,3,33,22.7,7.6,19,G,curryst01
193,Stephen Curry,33,2022-10-27,34-227,GSW,,MIA,W 123-110,*,37,13,22,0.591,6,8,0.75,7,14,0.5,0,0,,0.75,1,6,7,9,1,0,3,0,33,29.6,17.6,13,G,curryst01
194,Stephen Curry,33,2022-11-20,34-251,GSW,@,HOU,W 127-120,*,37,11,20,0.55,4,6,0.667,7,14,0.5,4,5,0.8,0.743,0,6,6,15,3,2,1,3,33,37.5,22.2,22,G,curryst01
195,Stephen Curry,33,2022-11-25,34-256,GSW,,UTA,W 129-118,*,36,13,23,0.565,7,10,0.7,6,13,0.462,1,1,1.0,0.704,0,5,5,4,2,0,5,4,33,21.8,5.3,19,G,curryst01
196,Stephen Curry,33,2023-03-31,35-017,GSW,,SAS,W 130-115,*,33,11,21,0.524,4,10,0.4,7,11,0.636,4,4,1.0,0.725,1,1,2,5,0,0,1,1,33,25.8,10.1,-3,G,curryst01
197,Stephen Curry,33,2023-12-19,35-280,GSW,,BOS,W 132-126 (OT),*,38,11,21,0.524,5,10,0.5,6,11,0.545,5,5,1.0,0.711,0,3,3,6,0,0,4,5,33,21.8,6.6,8,G,curryst01
198,Stephen Curry,33,2024-01-25,35-317,GSW,,SAC,L 133-134,*,36,13,26,0.5,7,12,0.583,6,14,0.429,1,1,1.0,0.624,1,5,6,2,1,0,2,0,33,22.6,-0.8,-8,G,curryst01
199,Stephen Curry,33,2024-03-31,36-017,GSW,@,SAS,W 117-113,*,33,12,23,0.522,5,8,0.625,7,15,0.467,2,2,1.0,0.691,0,1,1,8,0,0,4,1,33,23.2,7.9,12,G,curryst01
200,Stephen Curry,33,2024-04-12,36-029,GSW,,NOP,L 109-114,*,32,12,23,0.522,5,10,0.5,7,13,0.538,2,2,1.0,0.691,0,4,4,5,1,0,7,2,33,19.6,7.5,-8,G,curryst01
201,Stephen Curry,32,2010-01-22,21-314,GSW,,NJN,W 111-79,*,48,11,21,0.524,8,14,0.571,3,7,0.429,7,8,0.875,0.653,0,2,2,7,4,0,2,4,32,27.2,8.9,32,G,curryst01
202,Stephen Curry,32,2010-02-21,21-344,GSW,,ATL,W 108-104,*,45,13,18,0.722,12,15,0.8,1,3,0.333,5,5,1.0,0.792,2,7,9,3,1,0,5,3,32,25.0,4.3,5,G,curryst01
203,Stephen Curry,32,2010-11-30,22-261,GSW,,SAS,L 98-118,*,40,13,22,0.591,10,16,0.625,3,6,0.5,3,3,1.0,0.686,1,2,3,5,1,1,5,2,32,22.5,7.6,-14,G,curryst01
204,Stephen Curry,32,2011-01-22,22-314,GSW,@,LAC,L 109-113,*,41,12,23,0.522,9,14,0.643,3,9,0.333,5,5,1.0,0.635,2,4,6,8,1,1,2,5,32,26.6,10.2,9,G,curryst01
205,Stephen Curry,32,2012-01-25,23-317,GSW,,POR,W 101-93,*,38,12,19,0.632,6,11,0.545,6,8,0.75,2,3,0.667,0.787,0,6,6,7,4,0,1,0,32,32.8,22.7,7,G,curryst01
206,Stephen Curry,32,2012-12-19,24-280,GSW,@,SAC,L 127-131,*,42,11,24,0.458,4,12,0.333,7,12,0.583,3,3,1.0,0.632,0,6,6,4,1,1,4,6,32,19.5,0.3,0,G,curryst01
207,Stephen Curry,32,2013-02-08,24-331,GSW,@,MEM,L 93-99,*,40,11,22,0.5,7,13,0.538,4,9,0.444,6,6,1.0,0.649,3,2,5,8,2,0,2,4,32,27.7,15.9,2,G,curryst01
208,Stephen Curry,32,2013-11-29,25-260,GSW,@,OKC,L 112-113 (OT),*,45,13,26,0.5,9,16,0.563,4,10,0.4,2,3,0.667,0.586,2,9,11,5,0,0,3,4,32,21.6,6.7,4,G,curryst01
209,Stephen Curry,32,2014-03-30,26-016,GSW,,NYK,L 84-89,*,41,10,21,0.476,4,9,0.444,6,12,0.5,6,8,0.75,0.653,1,3,4,1,1,0,2,2,32,21.0,13.4,5,G,curryst01
210,Stephen Curry,32,2014-04-14,26-031,GSW,,MIN,W 130-120,*,42,10,21,0.476,3,8,0.375,7,13,0.538,5,5,1.0,0.69,1,4,5,15,3,0,5,4,32,30.1,11.5,10,G,curryst01
211,Stephen Curry,32,2015-01-02,26-294,GSW,,TOR,W 126-105,*,34,10,18,0.556,5,7,0.714,5,11,0.455,7,7,1.0,0.759,2,3,5,12,1,0,0,3,32,33.9,20.5,25,G,curryst01
212,Stephen Curry,32,2015-01-14,26-306,GSW,,MIA,W 104-89,*,32,11,19,0.579,4,9,0.444,7,10,0.7,3,5,0.6,0.755,2,3,5,3,2,0,3,1,32,25.3,20.0,11,G,curryst01
213,Stephen Curry,32,2015-01-30,26-322,GSW,@,UTA,L 100-110,*,34,10,22,0.455,5,11,0.455,5,11,0.455,7,9,0.778,0.616,1,6,7,6,3,0,2,1,32,27.1,19.2,-11,G,curryst01
214,Stephen Curry,32,2015-02-24,26-347,GSW,@,WAS,W 114-107,*,34,11,18,0.611,6,9,0.667,5,9,0.556,5,5,1.0,0.792,0,0,0,8,2,0,0,1,32,31.0,19.9,1,G,curryst01
215,Stephen Curry,32,2017-03-28,29-014,GSW,@,HOU,W 113-106,*,33,11,22,0.5,8,11,0.727,3,11,0.273,7,10,0.7,0.606,2,8,10,7,2,0,6,5,32,22.5,5.5,9,G,curryst01
216,Stephen Curry,32,2018-01-03,29-295,GSW,@,DAL,W 125-122,*,34,11,19,0.579,5,6,0.833,6,13,0.462,4,5,0.8,0.755,0,5,5,8,1,0,3,1,32,27.4,10.5,7,G,curryst01
217,Stephen Curry,32,2018-01-08,29-300,GSW,,DEN,W 124-114,*,35,9,17,0.529,4,7,0.571,5,10,0.5,9,10,0.9,0.748,1,3,4,9,2,0,6,3,32,26.0,7.7,3,G,curryst01
218,Stephen Curry,32,2018-01-23,29-315,GSW,,NYK,W 123-112,*,33,9,19,0.474,1,4,0.25,8,15,0.533,6,6,1.0,0.739,0,6,6,7,0,0,1,2,32,27.2,11.1,4,G,curryst01
219,Stephen Curry,32,2018-10-16,30-216,GSW,,OKC,W 108-100,*,37,11,20,0.55,6,11,0.545,5,9,0.556,5,5,1.0,0.721,0,8,8,9,1,0,3,4,32,27.5,17.1,15,G,curryst01
220,Stephen Curry,32,2018-12-19,30-280,GSW,@,UTA,L 103-108,*,37,12,21,0.571,7,12,0.583,5,9,0.556,3,3,1.0,0.717,1,2,3,3,3,1,4,4,32,23.6,12.5,-6,G,curryst01
221,Stephen Curry,32,2019-02-13,30-336,GSW,@,POR,L 107-129,*,33,10,24,0.417,5,10,0.5,5,14,0.357,7,7,1.0,0.591,1,6,7,2,0,0,1,2,32,21.3,7.7,-10,G,curryst01
222,Stephen Curry,32,2021-02-08,32-331,GSW,@,SAS,L 100-105,*,36,10,17,0.588,4,6,0.667,6,11,0.545,6,6,1.0,0.815,0,7,7,6,1,0,1,1,32,30.0,19.0,3,G,curryst01
223,Stephen Curry,32,2021-02-09,32-332,GSW,@,SAS,W 114-91,*,32,11,20,0.55,7,10,0.7,4,10,0.4,6,8,0.75,0.68,0,4,4,2,0,0,1,1,32,22.8,9.8,15,G,curryst01
224,Stephen Curry,32,2021-03-14,33-000,GSW,,UTA,W 131-119,*,36,10,20,0.5,4,11,0.364,6,9,0.667,6,7,0.857,0.693,1,4,5,9,1,0,3,3,32,26.6,9.2,19,G,curryst01
225,Stephen Curry,32,2021-03-29,33-015,GSW,,CHI,W 116-102,*,30,11,24,0.458,5,10,0.5,6,14,0.429,4,5,0.8,0.611,1,4,5,6,1,0,1,0,32,25.3,14.0,16,G,curryst01
226,Stephen Curry,32,2021-04-09,33-026,GSW,,WAS,L 107-110,*,35,11,25,0.44,6,13,0.462,5,12,0.417,5,6,0.833,0.579,0,6,6,5,3,0,2,0,32,24.8,9.9,-16,G,curryst01
227,Stephen Curry,32,2021-04-23,33-040,GSW,,DEN,W 118-97,*,34,11,18,0.611,7,9,0.778,4,9,0.444,6,6,1.0,0.775,0,8,8,3,0,0,3,3,32,24.1,5.6,27,G,curryst01
228,Stephen Curry,32,2021-11-26,33-257,GSW,,POR,W 118-103,*,38,12,25,0.48,6,10,0.6,6,15,0.4,2,3,0.667,0.608,0,7,7,8,1,0,3,2,32,23.8,6.6,18,G,curryst01
229,Stephen Curry,32,2022-10-30,34-230,GSW,@,DET,L 114-128,*,35,10,24,0.417,6,10,0.6,4,14,0.286,8,9,0.889,0.572,0,6,6,3,2,0,1,1,32,23.3,6.8,-12,G,curryst01
230,Stephen Curry,32,2022-11-29,34-260,GSW,@,DAL,L 113-116,*,38,11,24,0.458,6,10,0.6,5,14,0.357,5,6,0.833,0.601,1,4,5,5,0,0,4,4,32,19.0,2.9,-12,G,curryst01
231,Stephen Curry,32,2022-12-10,34-271,GSW,,BOS,W 123-107,*,37,12,21,0.571,6,10,0.6,6,11,0.545,2,2,1.0,0.731,1,5,6,7,0,1,4,3,32,24.7,11.2,20,G,curryst01
232,Stephen Curry,32,2023-11-20,35-251,GSW,,HOU,W 121-116,*,35,8,14,0.571,3,5,0.6,5,9,0.556,11,12,0.917,0.83,0,5,5,1,0,0,4,2,32,22.4,3.9,-3,G,curryst01
233,Stephen Curry,32,2024-02-22,35-345,GSW,,LAL,W 128-110,*,32,12,24,0.5,6,11,0.545,6,13,0.462,2,2,1.0,0.643,0,1,1,8,3,0,1,1,32,27.5,19.5,25,G,curryst01
234,Stephen Curry,31,2010-03-05,21-356,GSW,@,ATL,L 122-127,*,48,11,19,0.579,6,10,0.6,5,9,0.556,4,4,1.0,0.747,1,4,5,11,2,0,7,1,31,26.3,6.6,-5,G,curryst01
235,Stephen Curry,31,2012-11-19,24-250,GSW,@,DAL,W 105-101 (OT),*,43,9,21,0.429,6,14,0.429,3,7,0.429,10,10,1.0,0.61,0,6,6,9,2,0,4,2,31,25.2,10.8,3,G,curryst01
236,Stephen Curry,31,2013-01-02,24-294,GSW,,LAC,W 115-94,*,43,11,16,0.688,5,8,0.625,6,8,0.75,3,4,0.75,0.873,1,5,6,8,2,0,4,3,31,28.4,13.9,27,G,curryst01
237,Stephen Curry,31,2013-01-23,24-315,GSW,,OKC,W 104-99,*,42,11,27,0.407,8,13,0.615,3,14,0.214,6,6,1.0,0.523,1,2,3,7,4,0,2,1,31,24.3,11.9,8,G,curryst01
238,Stephen Curry,31,2013-03-13,24-364,GSW,,DET,W 105-97,*,43,11,17,0.647,6,10,0.6,5,7,0.714,4,4,1.0,0.826,1,1,2,8,1,0,4,0,31,27.1,9.4,15,G,curryst01
239,Stephen Curry,31,2014-03-20,26-006,GSW,,MIL,W 115-110,*,38,9,14,0.643,6,9,0.667,3,5,0.6,10,10,1.0,0.842,1,2,3,10,1,0,4,2,31,29.3,12.2,13,G,curryst01
240,Stephen Curry,31,2014-04-06,26-023,GSW,,UTA,W 130-102,*,29,12,18,0.667,7,8,0.875,5,10,0.5,2,2,1.0,0.821,0,1,1,16,3,0,5,2,31,31.9,22.3,31,G,curryst01
241,Stephen Curry,31,2014-11-01,26-232,GSW,,LAL,W 127-104,*,34,10,19,0.526,7,11,0.636,3,8,0.375,8,8,1.0,0.688,0,5,5,10,3,0,2,3,31,30.0,14.7,30,G,curryst01
242,Stephen Curry,31,2015-11-04,27-235,GSW,,LAC,W 112-108,*,33,8,17,0.471,1,6,0.167,7,11,0.636,8,9,0.889,0.74,0,5,5,4,1,0,0,3,31,26.0,17.8,7,G,curryst01
