Rk,Player,PTS,Date,Age,Team,Unnamed: 6,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS.1,GmSc,BPM,+/-,Pos.,Player-additional
364,Stephen Curry,28,2024-11-25,36-256,GSW,,BRK,L 120-128,*,29,8,17,0.471,0,1,0.0,8,16,0.5,4,4,1.0,0.746,0,4,4,7,1,0,3,0,28,23.4,12.6,-4,G,curryst01
365,Stephen Curry,27,2009-12-18,21-279,GSW,,WAS,L 109-118,*,46,9,17,0.529,4,8,0.5,5,9,0.556,4,4,1.0,0.72,1,7,8,4,3,0,2,4,27,23.7,5.5,-10,G,curryst01
366,Stephen Curry,27,2010-01-26,21-318,GSW,@,SAC,L 96-99,*,45,10,22,0.455,7,12,0.583,3,10,0.3,4,5,0.8,0.558,1,8,9,6,3,0,1,3,27,23.3,9.9,9,G,curryst01
367,Stephen Curry,27,2010-02-27,21-350,GSW,,DET,W 95-88,*,48,11,25,0.44,8,19,0.421,3,6,0.5,2,3,0.667,0.513,1,4,5,4,1,0,5,4,27,12.6,-3.5,7,G,curryst01
368,Stephen Curry,27,2010-04-06,22-023,GSW,@,WAS,L 94-112,*,33,10,21,0.476,7,15,0.467,3,6,0.5,4,4,1.0,0.593,0,1,1,4,2,0,2,2,27,18.6,6.6,-21,G,curryst01
369,Stephen Curry,27,2010-04-07,22-024,GSW,@,MIN,W 116-107,*,44,12,22,0.545,9,17,0.529,3,5,0.6,0,0,,0.614,2,6,8,14,7,0,4,4,27,30.8,11.6,5,G,curryst01
370,Stephen Curry,27,2011-01-28,22-320,GSW,,CHA,L 113-121 (OT),*,43,8,12,0.667,4,7,0.571,4,5,0.8,7,7,1.0,0.895,0,3,3,5,2,0,3,5,27,23.2,6.0,-3,G,curryst01
371,Stephen Curry,27,2011-01-30,22-322,GSW,,UTA,W 96-81,*,35,10,18,0.556,7,10,0.7,3,8,0.375,4,4,1.0,0.683,1,5,6,7,2,1,2,2,27,25.4,16.1,13,G,curryst01
372,Stephen Curry,27,2011-04-10,23-027,GSW,,SAC,L 103-104,*,32,11,17,0.647,8,11,0.727,3,6,0.5,2,2,1.0,0.755,3,3,6,8,1,0,3,4,27,24.5,14.1,1,G,curryst01
373,Stephen Curry,27,2011-04-11,23-028,GSW,@,DEN,L 111-134,*,36,10,13,0.769,7,9,0.778,3,4,0.75,4,4,1.0,0.915,1,4,5,5,0,0,5,1,27,21.9,4.9,-8,G,curryst01
374,Stephen Curry,27,2012-12-10,24-271,GSW,@,CHA,W 104-96,*,37,10,22,0.455,6,15,0.4,4,7,0.571,3,4,0.75,0.568,1,6,7,7,1,0,3,5,27,18.6,3.6,3,G,curryst01
375,Stephen Curry,27,2012-12-21,24-282,GSW,,CHA,W 115-100,*,36,9,17,0.529,1,4,0.25,8,13,0.615,1,1,1.0,0.774,0,3,3,8,0,2,2,2,27,23.8,12.9,7,G,curryst01
376,Stephen Curry,27,2013-02-12,24-335,GSW,,HOU,L 107-116,*,35,10,19,0.526,8,14,0.571,2,5,0.4,5,6,0.833,0.624,0,5,5,6,1,0,1,4,27,21.4,6.1,-3,G,curryst01
377,Stephen Curry,27,2013-12-03,25-264,GSW,,TOR,W 112-103,*,43,8,15,0.533,5,8,0.625,3,7,0.429,8,10,0.8,0.696,0,3,3,10,5,1,3,1,27,29.1,13.1,16,G,curryst01
378,Stephen Curry,27,2014-02-28,25-351,GSW,@,NYK,W 126-103,*,30,9,19,0.474,4,8,0.5,5,11,0.455,4,4,1.0,0.65,2,9,11,11,0,1,4,2,27,25.0,13.5,19,G,curryst01
379,Stephen Curry,27,2014-03-14,26-000,GSW,,CLE,L 94-103,*,36,8,17,0.471,3,7,0.429,5,10,0.5,6,7,0.857,0.672,0,4,4,8,3,0,4,1,27,23.3,12.6,3,G,curryst01
380,Stephen Curry,27,2015-01-13,26-305,GSW,@,UTA,W 116-105,*,29,10,16,0.625,6,7,0.857,4,9,0.444,3,3,1.0,0.779,0,2,2,11,0,0,2,2,27,25.3,15.6,17,G,curryst01
381,Stephen Curry,27,2015-01-17,26-309,GSW,@,HOU,W 131-106,*,33,9,18,0.5,7,10,0.7,2,8,0.25,7,8,0.875,0.627,3,4,7,11,3,1,2,0,27,30.3,16.3,25,G,curryst01
382,Stephen Curry,27,2015-03-31,27-017,GSW,@,LAC,W 110-106,*,36,8,15,0.533,4,9,0.444,4,6,0.667,7,7,1.0,0.747,1,0,1,4,1,0,3,3,27,20.0,8.5,-1,G,curryst01
383,Stephen Curry,27,2015-11-20,27-251,GSW,,CHI,W 106-94,*,36,9,20,0.45,6,9,0.667,3,11,0.273,6,6,1.0,0.596,1,4,5,4,4,0,6,2,27,18.5,6.2,11,G,curryst01
384,Stephen Curry,27,2016-03-14,28-000,GSW,,NOP,W 125-107,*,31,10,16,0.625,6,7,0.857,4,9,0.444,3,4,0.75,0.76,1,4,5,5,2,0,1,1,27,25.4,13.7,27,G,curryst01
385,Stephen Curry,27,2016-04-07,28-024,GSW,,SAS,W 112-101,*,36,11,19,0.579,8,12,0.667,3,7,0.429,2,2,1.0,0.679,0,5,5,9,2,0,3,2,27,24.1,11.0,14,G,curryst01
386,Stephen Curry,27,2017-01-22,28-314,GSW,@,ORL,W 118-98,*,30,8,15,0.533,1,2,0.5,7,13,0.538,4,4,1.0,0.805,1,3,4,6,0,0,3,2,27,21.7,13.9,32,G,curryst01
387,Stephen Curry,27,2017-02-25,28-348,GSW,,BRK,W 112-95,*,35,9,21,0.429,4,11,0.364,5,10,0.5,4,4,1.0,0.593,1,4,5,5,3,0,4,2,27,19.5,6.7,17,G,curryst01
388,Stephen Curry,27,2017-03-24,29-010,GSW,,SAC,W 114-100,*,33,9,18,0.5,4,7,0.571,5,11,0.455,4,4,1.0,0.683,1,6,7,12,6,0,3,0,27,31.9,21.8,28,G,curryst01
389,Stephen Curry,27,2017-10-29,29-229,GSW,,DET,L 107-115,*,35,11,17,0.647,8,10,0.8,3,7,0.429,2,3,0.667,0.737,1,5,6,8,1,0,5,3,27,21.7,5.7,12,G,curryst01
390,Stephen Curry,27,2017-11-25,29-256,GSW,,NOP,W 110-95,*,36,9,25,0.36,6,12,0.5,3,13,0.231,6,6,1.0,0.488,0,4,4,6,1,0,1,2,27,17.7,3.7,5,G,curryst01
391,Stephen Curry,27,2018-12-01,30-262,GSW,@,DET,L 102-111,*,37,10,21,0.476,7,12,0.583,3,9,0.333,4,4,1.0,0.593,0,5,5,3,2,0,7,4,27,13.3,-1.7,-8,G,curryst01
392,Stephen Curry,27,2019-04-07,31-024,GSW,,LAC,W 131-104,*,30,11,20,0.55,8,10,0.8,3,10,0.3,2,2,1.0,0.647,0,5,5,4,1,1,0,3,27,22.2,6.4,35,G,curryst01
393,Stephen Curry,27,2021-01-28,32-320,GSW,@,PHO,L 93-114,*,31,10,20,0.5,5,10,0.5,5,10,0.5,2,2,1.0,0.647,1,3,4,4,0,0,4,2,27,16.6,8.3,-23,G,curryst01
394,Stephen Curry,27,2021-02-13,32-336,GSW,,BRK,L 117-134,*,34,10,17,0.588,8,8,1.0,2,9,0.222,5,5,1.0,0.703,0,3,3,5,0,0,4,2,27,18.7,1.6,-26,G,curryst01
395,Stephen Curry,27,2021-03-15,33-001,GSW,,LAL,L 97-128,*,29,9,17,0.529,5,10,0.5,4,7,0.571,5,5,1.0,0.703,0,3,3,2,3,0,2,1,27,21.6,13.5,-12,G,curryst01
396,Stephen Curry,27,2021-04-27,33-044,GSW,,DAL,L 103-133,*,30,9,18,0.5,4,9,0.444,5,9,0.556,4,4,1.0,0.683,0,1,1,2,2,0,2,1,27,19.3,7.4,-27,G,curryst01
397,Stephen Curry,27,2021-10-24,33-224,GSW,@,SAC,W 119-107,*,35,9,23,0.391,5,8,0.625,4,15,0.267,5,6,0.833,0.527,1,6,7,10,3,0,3,1,27,23.2,9.2,14,G,curryst01
398,Stephen Curry,27,2021-12-04,33-265,GSW,,SAS,L 107-112,*,37,7,28,0.25,2,11,0.182,5,17,0.294,8,9,0.889,0.422,1,7,8,5,3,0,1,1,27,17.7,4.6,3,G,curryst01
399,Stephen Curry,27,2022-01-11,33-303,GSW,@,MEM,L 108-116,*,39,8,21,0.381,6,12,0.5,2,9,0.222,9,10,0.9,0.531,1,9,10,10,2,0,3,3,27,23.3,5.9,-1,G,curryst01
400,Stephen Curry,27,2022-02-27,33-350,GSW,,DAL,L 101-107,*,38,11,25,0.44,8,15,0.533,3,10,0.3,2,4,0.5,0.504,1,3,4,10,2,0,1,0,27,22.7,10.0,-4,G,curryst01
401,Stephen Curry,27,2022-11-13,34-244,GSW,@,SAC,L 115-122,*,37,9,17,0.529,6,8,0.75,3,9,0.333,6,6,1.0,0.687,0,6,6,4,1,0,4,0,27,20.3,3.9,0,G,curryst01
402,Stephen Curry,27,2023-03-05,34-356,GSW,@,LAL,L 105-113,*,32,8,20,0.4,3,7,0.429,5,13,0.385,6,6,1.0,0.596,0,2,2,6,1,0,2,3,27,18.8,8.9,-12,G,curryst01
403,Stephen Curry,27,2023-10-24,35-224,GSW,,PHO,L 104-108,*,31,8,20,0.4,4,6,0.667,4,14,0.286,7,7,1.0,0.585,1,4,5,1,1,0,2,5,27,15.8,6.3,-9,G,curryst01
404,Stephen Curry,27,2023-12-23,35-284,GSW,,POR,W 126-106,*,30,11,18,0.611,9,11,0.818,2,7,0.286,3,3,1.0,0.699,0,3,3,2,0,0,1,1,27,19.7,1.4,4,G,curryst01
405,Stephen Curry,27,2024-01-12,35-304,GSW,@,CHI,W 140-131,*,35,8,24,0.333,2,9,0.222,6,15,0.4,5,5,1.0,0.515,0,5,5,9,1,0,1,1,27,20.8,-1.3,5,G,curryst01
406,Stephen Curry,27,2024-03-18,36-004,GSW,,NYK,L 112-119,*,33,8,20,0.4,4,7,0.571,4,13,0.308,7,7,1.0,0.585,0,5,5,5,0,0,2,1,27,18.8,2.6,-9,G,curryst01
407,Stephen Curry,27,2024-11-06,36-237,GSW,@,BOS,W 118-112,*,34,8,17,0.471,4,8,0.5,4,9,0.444,7,7,1.0,0.672,0,7,7,9,4,1,3,2,27,27.6,19.5,7,G,curryst01
408,Stephen Curry,26,2010-01-05,21-297,GSW,@,DEN,L 122-123,*,40,10,13,0.769,4,7,0.571,6,6,1.0,0,0,,1.0,0,5,5,6,3,0,2,3,26,26.4,12.8,-1,G,curryst01
409,Stephen Curry,26,2010-01-18,21-310,GSW,,CHI,W 114-97,*,43,9,18,0.5,4,10,0.4,5,8,0.625,3,3,1.0,0.673,2,8,10,6,1,1,5,4,26,20.1,4.0,21,G,curryst01
410,Stephen Curry,26,2010-11-26,22-257,GSW,@,MEM,L 111-116,*,30,8,13,0.615,4,8,0.5,4,5,0.8,6,6,1.0,0.831,0,2,2,4,1,0,3,5,26,19.5,7.4,-1,G,curryst01
411,Stephen Curry,26,2012-11-02,24-233,GSW,,MEM,L 94-104,*,43,10,20,0.5,4,10,0.4,6,10,0.6,0,1,0.0,0.636,1,4,5,7,1,0,4,3,26,18.2,7.5,-7,G,curryst01
412,Stephen Curry,26,2013-01-26,24-318,GSW,@,MIL,L 102-109,*,37,8,19,0.421,3,10,0.3,5,9,0.556,5,5,1.0,0.613,2,0,2,7,1,0,2,2,26,20.4,8.4,-8,G,curryst01
413,Stephen Curry,26,2013-03-04,24-355,GSW,,TOR,W 125-118,*,42,8,16,0.5,6,11,0.545,2,5,0.4,8,8,1.0,0.666,2,3,5,12,0,0,6,5,26,20.7,-0.9,1,G,curryst01
414,Stephen Curry,26,2013-03-11,24-362,GSW,,NYK,W 92-63,*,37,9,18,0.5,3,8,0.375,6,10,0.6,2,2,1.0,0.689,1,5,6,3,1,0,2,1,26,19.9,16.2,26,G,curryst01
415,Stephen Curry,26,2014-11-28,26-259,GSW,@,CHO,W 106-101,*,32,9,20,0.45,8,10,0.8,1,10,0.1,7,7,1.0,0.563,1,3,4,6,1,2,4,4,26,18.2,6.9,16,G,curryst01
416,Stephen Curry,26,2015-02-06,26-329,GSW,@,ATL,L 116-124,*,36,8,19,0.421,4,10,0.4,4,9,0.444,6,7,0.857,0.589,0,2,2,9,2,2,1,3,26,23.6,12.4,-5,G,curryst01
417,Stephen Curry,26,2015-03-02,26-353,GSW,@,BRK,L 108-110,*,29,8,16,0.5,2,4,0.5,6,12,0.5,4,4,1.0,0.732,0,2,2,7,1,0,4,4,26,18.9,10.4,1,G,curryst01
418,Stephen Curry,26,2015-11-30,27-261,GSW,@,UTA,W 106-103,*,37,9,20,0.45,5,12,0.417,4,8,0.5,4,4,1.0,0.597,2,4,6,5,2,0,2,2,26,20.9,9.3,12,G,curryst01
419,Stephen Curry,26,2015-12-18,27-279,GSW,,MIL,W 121-112,*,39,7,14,0.5,5,8,0.625,2,6,0.333,10,11,0.909,0.69,2,8,10,9,2,0,6,2,26,23.9,6.4,13,G,curryst01
420,Stephen Curry,26,2016-01-08,27-300,GSW,@,POR,W 128-108,*,29,8,18,0.444,4,7,0.571,4,11,0.364,6,6,1.0,0.63,0,3,3,9,1,0,1,2,26,23.0,10.0,22,G,curryst01
421,Stephen Curry,26,2016-01-14,27-306,GSW,,LAL,W 116-98,*,30,9,18,0.5,1,2,0.5,8,16,0.5,0,0,,0.722,2,4,6,3,1,0,3,3,26,18.5,9.8,14,G,curryst01
422,Stephen Curry,26,2016-02-06,27-329,GSW,,OKC,W 116-108,*,38,10,26,0.385,9,17,0.529,1,9,0.111,5,5,1.0,0.461,1,5,6,10,3,0,3,2,26,20.2,7.0,3,G,curryst01
423,Stephen Curry,26,2016-02-10,27-333,GSW,@,PHO,W 112-104,*,30,9,17,0.529,4,7,0.571,5,10,0.5,3,4,0.75,0.693,5,4,9,9,1,1,2,1,26,27.6,19.6,12,G,curryst01
424,Stephen Curry,26,2016-03-29,28-015,GSW,,WAS,W 102-94,*,35,9,20,0.45,3,12,0.25,6,8,0.75,2,2,1.0,0.623,0,7,7,7,5,0,5,3,26,21.4,13.4,15,G,curryst01
425,Stephen Curry,26,2016-10-25,28-225,GSW,,SAS,L 100-129,*,34,9,18,0.5,6,8,0.75,3,10,0.3,5,6,0.833,0.63,0,3,3,4,0,0,4,1,26,15.9,0.1,-9,G,curryst01
426,Stephen Curry,26,2016-12-08,28-269,GSW,@,UTA,W 106-99,*,36,7,16,0.438,4,7,0.571,3,9,0.333,9,9,1.0,0.651,0,5,5,2,2,0,3,2,26,18.7,4.0,10,G,curryst01
427,Stephen Curry,26,2017-02-11,28-334,GSW,@,OKC,W 130-114,*,34,9,19,0.474,5,8,0.625,4,11,0.364,4,4,1.0,0.626,3,5,8,9,2,0,0,2,26,27.4,14.4,16,G,curryst01
428,Stephen Curry,26,2017-03-10,28-361,GSW,@,MIN,L 102-103,*,35,10,27,0.37,9,19,0.474,1,8,0.125,5,5,1.0,0.445,3,3,6,7,1,0,6,4,26,12.4,-4.8,-5,G,curryst01
429,Stephen Curry,26,2019-01-28,30-320,GSW,@,IND,W 132-100,*,27,10,13,0.769,4,5,0.8,6,8,0.75,0,0,,1.0,1,5,6,3,2,0,3,4,26,22.6,16.5,10,G,curryst01
430,Stephen Curry,26,2019-03-24,31-010,GSW,,DET,W 121-114,*,35,9,19,0.474,4,9,0.444,5,10,0.5,3,3,1.0,0.64,2,7,9,3,1,0,4,2,26,18.1,-2.0,14,G,curryst01
431,Stephen Curry,26,2019-10-28,31-228,GSW,@,NOP,W 134-123,*,31,9,17,0.529,5,7,0.714,4,10,0.4,4,4,1.0,0.693,1,2,3,11,3,0,1,5,26,26.7,14.8,32,G,curryst01
432,Stephen Curry,26,2021-01-01,32-293,GSW,,POR,L 98-123,*,34,9,20,0.45,5,8,0.625,4,12,0.333,4,4,1.0,0.597,0,8,8,5,0,0,1,1,26,20.1,7.8,-27,G,curryst01
433,Stephen Curry,26,2021-01-18,32-310,GSW,@,LAL,W 115-113,*,36,8,22,0.364,5,10,0.5,3,12,0.25,7,7,1.0,0.518,0,1,1,7,1,0,4,2,26,15.2,-0.9,-3,G,curryst01
434,Stephen Curry,26,2021-01-20,32-312,GSW,,SAS,W 121-99,*,31,10,17,0.588,6,9,0.667,4,8,0.5,2,2,1.0,0.727,1,10,11,7,1,0,4,2,26,22.9,10.8,30,G,curryst01
435,Stephen Curry,26,2021-12-13,33-274,GSW,@,IND,W 102-100,*,35,8,20,0.4,3,5,0.6,5,15,0.333,5,5,1.0,0.586,1,5,6,6,1,1,7,1,26,15.9,4.8,17,G,curryst01
436,Stephen Curry,26,2023-01-22,34-314,GSW,,BRK,L 116-120,*,38,7,16,0.438,3,8,0.375,4,8,0.5,8,8,1.0,0.666,1,5,6,7,1,0,5,2,26,19.9,3.9,-8,G,curryst01
437,Stephen Curry,26,2023-04-09,35-026,GSW,@,POR,W 157-101,*,22,9,15,0.6,4,5,0.8,5,10,0.5,3,3,1.0,0.797,0,5,5,7,0,0,1,0,26,24.5,12.2,26,G,curryst01
438,Stephen Curry,26,2023-11-30,35-261,GSW,,LAC,W 120-114,*,33,8,15,0.533,5,6,0.833,3,9,0.333,7,9,0.778,0.686,0,7,7,8,1,1,2,2,26,24.5,11.3,-4,G,curryst01
439,Stephen Curry,26,2024-01-05,35-297,GSW,,DET,W 113-109,*,31,7,19,0.368,3,7,0.429,4,12,0.333,8,9,0.889,0.566,0,6,6,4,1,1,4,0,26,17.4,3.3,0,G,curryst01
440,Stephen Curry,26,2024-01-15,35-307,GSW,@,MEM,L 107-116,*,33,11,20,0.55,8,11,0.727,3,9,0.333,1,1,1.0,0.636,1,3,4,8,2,1,5,4,26,19.7,8.0,-2,G,curryst01
441,Stephen Curry,26,2024-11-18,36-249,GSW,@,LAC,L 99-102,*,32,10,21,0.476,4,6,0.667,6,15,0.4,0,0,,0.619,1,6,7,6,0,1,3,1,26,19.3,9.7,-5,G,curryst01
442,Stephen Curry,25,2010-01-23,21-315,GSW,@,PHO,L 103-112,*,40,10,25,0.4,6,16,0.375,4,9,0.444,1,1,1.0,0.491,0,5,5,2,0,0,1,4,25,11.8,-1.6,-10,G,curryst01
443,Stephen Curry,25,2010-02-08,21-331,GSW,,DAL,L 117-127,*,48,9,20,0.45,8,15,0.533,1,5,0.2,6,6,1.0,0.552,0,2,2,9,2,0,3,4,25,18.9,-2.6,-10,G,curryst01
444,Stephen Curry,25,2010-03-06,21-357,GSW,@,CHA,L 90-101,*,48,8,23,0.348,4,15,0.267,4,8,0.5,5,6,0.833,0.488,2,3,5,4,0,0,3,1,25,13.4,-1.5,-11,G,curryst01
445,Stephen Curry,25,2010-04-11,22-028,GSW,,OKC,W 120-117,*,35,9,16,0.563,6,10,0.6,3,6,0.5,4,6,0.667,0.671,1,6,7,7,1,0,4,2,25,20.2,3.6,3,G,curryst01
446,Stephen Curry,25,2010-10-27,22-227,GSW,,HOU,W 132-128,*,39,9,16,0.563,6,10,0.6,3,6,0.5,4,4,1.0,0.704,1,1,2,11,0,1,5,4,25,20.2,2.6,4,G,curryst01
447,Stephen Curry,25,2010-11-10,22-241,GSW,@,NYK,W 122-117,*,45,11,20,0.55,10,19,0.526,1,1,1.0,2,3,0.667,0.586,0,6,6,8,2,1,2,4,25,21.5,3.7,6,G,curryst01
448,Stephen Curry,25,2012-11-21,24-252,GSW,,BRK,W 102-93,*,42,7,13,0.538,5,9,0.556,2,4,0.5,9,10,0.9,0.718,0,6,6,4,0,0,2,2,25,20.1,4.9,9,G,curryst01
449,Stephen Curry,25,2012-12-03,24-264,GSW,,ORL,L 94-102,*,44,9,21,0.429,6,15,0.4,3,6,0.5,4,5,0.8,0.539,1,4,5,11,2,0,1,0,25,24.1,8.7,-3,G,curryst01
450,Stephen Curry,25,2012-12-14,24-275,GSW,@,ORL,L 85-99,*,43,8,19,0.421,6,14,0.429,2,5,0.4,7,8,0.875,0.555,1,2,3,3,0,0,1,0,25,16.9,3.2,-6,G,curryst01
451,Stephen Curry,25,2013-03-01,24-352,GSW,@,BOS,L 86-94,*,42,6,22,0.273,3,11,0.273,3,11,0.273,10,10,1.0,0.473,0,1,1,6,1,0,4,2,25,12.7,2.8,7,G,curryst01
452,Stephen Curry,25,2013-03-25,25-011,GSW,,LAL,W 109-103,*,43,9,24,0.375,6,15,0.4,3,9,0.333,4,7,0.571,0.462,0,7,7,10,0,0,2,4,25,16.1,0.8,3,G,curryst01
453,Stephen Curry,25,2013-11-12,25-243,GSW,,DET,W 113-95,*,29,7,10,0.7,5,6,0.833,2,4,0.5,9,9,1.0,0.895,1,1,2,8,1,0,2,4,25,24.8,16.8,20,G,curryst01
454,Stephen Curry,25,2014-02-20,25-343,GSW,,HOU,W 102-99 (OT),*,38,8,15,0.533,3,7,0.429,5,8,0.625,4,4,1.0,0.746,0,2,2,6,2,0,2,5,25,20.5,13.4,13,G,curryst01
455,Stephen Curry,25,2014-12-27,26-288,GSW,,MIN,W 110-97,*,31,9,18,0.5,5,9,0.556,4,9,0.444,3,4,0.75,0.633,1,2,3,6,3,0,3,3,25,19.9,8.3,18,G,curryst01
456,Stephen Curry,25,2015-01-31,26-323,GSW,,PHO,W 106-87,*,37,9,23,0.391,5,14,0.357,4,9,0.444,3,3,1.0,0.514,1,3,4,7,2,1,1,2,25,19.9,8.6,23,G,curryst01
457,Stephen Curry,25,2015-02-11,26-334,GSW,@,MIN,W 94-91,*,36,9,23,0.391,7,13,0.538,2,10,0.2,5,5,1.0,0.496,2,3,5,8,3,0,3,1,25,20.0,9.6,0,G,curryst01
458,Stephen Curry,25,2015-02-20,26-343,GSW,,SAS,W 110-99,*,32,8,17,0.471,4,9,0.444,4,8,0.5,5,5,1.0,0.651,0,4,4,11,4,0,2,2,25,26.4,18.8,22,G,curryst01
459,Stephen Curry,25,2015-03-14,27-000,GSW,,NYK,W 125-94,*,27,8,15,0.533,2,5,0.4,6,10,0.6,3,3,1.0,0.766,0,3,3,11,3,0,1,2,25,27.5,23.5,30,G,curryst01
460,Stephen Curry,25,2015-03-28,27-014,GSW,@,MIL,W 108-95,*,30,8,13,0.615,2,4,0.5,6,9,0.667,3,3,1.0,0.873,0,4,4,6,1,0,6,4,25,17.9,9.3,1,G,curryst01
461,Stephen Curry,25,2015-04-07,27-024,GSW,@,NOP,L 100-103,*,35,9,18,0.5,4,10,0.4,5,8,0.625,2,2,1.0,0.662,1,5,6,9,1,0,2,3,25,22.3,13.1,4,G,curryst01
462,Stephen Curry,25,2015-10-30,27-230,GSW,@,HOU,W 112-92,*,27,9,15,0.6,5,6,0.833,4,9,0.444,3,4,0.75,0.746,0,7,7,6,1,0,1,4,25,22.4,18.4,12,G,curryst01
463,Stephen Curry,25,2015-12-16,27-277,GSW,,PHO,W 128-103,*,30,10,14,0.714,8,9,0.889,2,5,0.4,3,5,0.6,0.772,0,2,2,7,1,0,3,4,25,20.3,6.5,37,G,curryst01
464,Stephen Curry,25,2016-01-20,27-312,GSW,@,CHI,W 125-94,*,34,8,18,0.444,5,9,0.556,3,9,0.333,6,6,1.0,0.606,1,6,7,11,2,1,2,2,25,25.7,12.3,36,G,curryst01
465,Stephen Curry,25,2016-11-28,28-259,GSW,,ATL,W 105-100,*,38,6,17,0.353,2,6,0.333,4,11,0.364,9,11,0.818,0.572,0,3,3,3,2,0,3,2,25,15.9,2.7,6,G,curryst01
466,Stephen Curry,25,2016-12-20,28-281,GSW,,UTA,W 104-74,*,30,8,18,0.444,4,9,0.444,4,9,0.444,5,5,1.0,0.619,0,3,3,4,3,0,0,0,25,22.3,19.5,27,G,curryst01
467,Stephen Curry,25,2016-12-23,28-284,GSW,@,DET,W 119-113,*,35,7,16,0.438,2,6,0.333,5,10,0.5,6,6,1.0,0.671,0,3,3,8,2,0,5,1,25,19.7,4.9,6,G,curryst01
468,Stephen Curry,25,2017-02-28,28-351,GSW,@,WAS,L 108-112,*,34,9,20,0.45,7,11,0.636,2,9,0.222,5,6,0.833,0.552,4,3,7,4,2,0,5,3,25,16.5,1.4,-5,G,curryst01
469,Stephen Curry,25,2017-03-16,29-002,GSW,,ORL,W 122-92,*,28,8,15,0.533,6,8,0.75,2,7,0.286,7,7,1.0,0.691,0,1,1,9,3,0,2,1,25,24.9,13.1,24,G,curryst01
470,Stephen Curry,25,2018-01-25,29-317,GSW,,MIN,W 126-113,*,37,9,14,0.643,4,5,0.8,5,9,0.556,2,3,0.667,0.816,2,3,5,9,3,0,2,2,25,27.2,11.6,20,G,curryst01
471,Stephen Curry,25,2018-02-28,29-351,GSW,@,WAS,W 109-101,*,35,5,15,0.333,1,6,0.167,4,9,0.444,11,12,0.917,0.616,0,5,5,3,2,0,6,3,25,14.5,-2.9,20,G,curryst01
472,Stephen Curry,25,2018-12-29,30-290,GSW,@,POR,W 115-105,*,36,6,15,0.4,4,7,0.571,2,8,0.25,11,14,0.786,0.591,1,4,5,8,2,1,2,1,25,23.5,8.6,10,G,curryst01
473,Stephen Curry,25,2019-02-10,30-333,GSW,,MIA,W 120-118,*,36,9,18,0.5,4,8,0.5,5,10,0.5,2,2,1.0,0.662,1,3,4,2,2,0,2,2,25,18.2,2.2,-9,G,curryst01
474,Stephen Curry,25,2019-02-23,30-346,GSW,,HOU,L 112-118,*,36,9,18,0.5,4,7,0.571,5,11,0.455,2,2,1.0,0.662,0,9,9,7,1,1,3,3,25,21.1,7.6,-1,G,curryst01
475,Stephen Curry,25,2019-03-18,31-004,GSW,@,SAS,L 105-111,*,37,9,25,0.36,3,7,0.429,6,18,0.333,1,1,1.0,0.491,1,6,7,8,3,1,2,3,25,19.7,8.1,3,G,curryst01
476,Stephen Curry,25,2019-03-31,31-017,GSW,,CHO,W 137-90,*,27,8,14,0.571,3,6,0.5,5,8,0.625,4,4,1.0,0.793,0,5,5,6,2,1,1,0,25,25.8,18.3,37,G,curryst01
477,Stephen Curry,25,2021-02-17,32-340,GSW,,MIA,W 120-112 (OT),*,42,8,25,0.32,3,5,0.6,5,20,0.25,4,4,1.0,0.467,1,6,7,11,2,0,3,1,25,19.5,4.0,8,G,curryst01
478,Stephen Curry,25,2021-11-10,33-241,GSW,,MIN,W 123-110,*,34,8,16,0.5,5,7,0.714,3,9,0.333,6,8,0.75,0.64,0,5,5,6,1,0,3,2,25,19.1,5.2,11,G,curryst01
479,Stephen Curry,25,2021-11-24,33-255,GSW,,PHI,W 116-96,*,35,9,16,0.563,3,5,0.6,6,11,0.545,1,2,0.5,0.741,0,4,4,10,1,0,4,1,25,21.8,11.3,29,G,curryst01
480,Stephen Curry,25,2022-02-16,33-339,GSW,,DEN,L 116-117,*,39,10,19,0.526,9,12,0.75,1,7,0.143,4,4,1.0,0.602,0,3,3,6,0,0,2,2,25,18.0,-2.0,-2,G,curryst01
481,Stephen Curry,25,2022-11-27,34-258,GSW,@,MIN,W 137-114,*,33,7,17,0.412,3,6,0.5,4,11,0.364,7,7,1.0,0.623,1,10,11,8,1,0,7,1,25,18.8,-1.5,22,G,curryst01
482,Stephen Curry,25,2023-04-07,35-024,GSW,@,SAC,W 119-97,*,33,8,14,0.571,5,7,0.714,3,7,0.429,6,7,0.857,0.732,1,6,7,6,2,1,5,1,25,22.0,8.6,33,G,curryst01
483,Stephen Curry,25,2023-11-18,35-249,GSW,,OKC,L 123-130 (OT),*,40,8,21,0.381,3,10,0.3,5,11,0.455,4,4,1.0,0.549,0,7,7,3,0,0,2,2,25,14.9,-2.2,0,G,curryst01
484,Stephen Curry,25,2023-12-30,35-291,GSW,,DAL,L 122-132,*,35,9,25,0.36,3,10,0.3,6,15,0.4,1,1,1.0,0.491,0,2,2,7,1,0,3,3,25,13.4,-2.3,-6,G,curryst01
